Regions,Gender,Age_group,Deaths
Ontario and Nunavut Region,"Not stated, gender",50 to 59 years,0
Ontario and Nunavut Region,"Not stated, gender",50 to 59 years,600
Ontario and Nunavut Region,"Not stated, gender",50 to 59 years,1
Ontario and Nunavut Region,"Not stated, gender",50 to 59 years,599
Ontario and Nunavut Region,"Not stated, gender",50 to 59 years,0
Ontario and Nunavut Region,"Not stated, gender",50 to 59 years,0
Ontario and Nunavut Region,"Not stated, gender",50 to 59 years,0
Ontario and Nunavut Region,"Not stated, gender",50 to 59 years,0
Ontario and Nunavut Region,"Not stated, gender",50 to 59 years,0
Ontario and Nunavut Region,"Not stated, gender",50 to 59 years,5
Ontario and Nunavut Region,"Not stated, gender",50 to 59 years,0
Ontario and Nunavut Region,"Not stated, gender",50 to 59 years,5
Ontario and Nunavut Region,"Not stated, gender",50 to 59 years,0
Ontario and Nunavut Region,"Not stated, gender",50 to 59 years,4
Ontario and Nunavut Region,"Not stated, gender",50 to 59 years,0
Ontario and Nunavut Region,"Not stated, gender",50 to 59 years,4
Ontario and Nunavut Region,"Not stated, gender",50 to 59 years,0
Ontario and Nunavut Region,"Not stated, gender",50 to 59 years,591
Ontario and Nunavut Region,"Not stated, gender",50 to 59 years,1
Ontario and Nunavut Region,"Not stated, gender",50 to 59 years,590
Ontario and Nunavut Region,"Not stated, gender",50 to 59 years,0
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,542
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,10
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,531
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,1
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,3
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,1
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,2
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,0
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,9
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,1
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,8
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,0
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,18
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,0
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,17
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,1
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,512
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,8
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,504
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,0
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,181
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,2
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,179
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,0
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,0
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,0
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,0
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,0
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,5
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,1
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,4
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,0
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,15
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,0
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,15
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,0
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,161
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,1
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,160
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,0
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,0
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,0
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,0
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,0
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,0
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,0
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,0
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,0
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,0
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,0
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,0
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,0
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,0
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,0
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,0
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,0
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,0
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,0
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,0
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,0
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,361
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,8
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,352
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,1
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,3
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,1
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,2
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,0
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,4
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,0
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,4
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,0
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,3
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,0
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,2
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,1
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,351
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,7
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,344
Ontario and Nunavut Region,"Not stated, gender",60 to 69 years,0
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,282
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,8
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,274
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,0
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,8
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,4
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,4
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,0
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,11
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,1
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,10
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,0
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,11
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,1
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,10
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,0
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,252
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,2
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,250
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,0
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,88
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,6
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,82
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,0
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,8
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,4
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,4
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,0
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,5
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,0
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,5
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,0
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,7
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,1
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,6
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,0
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,68
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,1
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,67
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,0
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,0
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,0
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,0
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,0
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,0
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,0
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,0
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,0
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,0
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,0
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,0
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,0
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,0
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,0
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,0
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,0
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,0
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,0
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,0
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,0
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,194
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,2
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,192
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,0
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,0
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,0
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,0
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,0
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,6
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,1
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,5
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,0
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,4
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,0
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,4
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,0
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,184
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,1
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,183
Ontario and Nunavut Region,"Not stated, gender",70 to 79 years,0
Ontario and Nunavut Region,"Not stated, gender",80 years and over,292
Ontario and Nunavut Region,"Not stated, gender",80 years and over,38
Ontario and Nunavut Region,"Not stated, gender",80 years and over,254
Ontario and Nunavut Region,"Not stated, gender",80 years and over,0
Ontario and Nunavut Region,"Not stated, gender",80 years and over,2
Ontario and Nunavut Region,"Not stated, gender",80 years and over,1
Ontario and Nunavut Region,"Not stated, gender",80 years and over,1
Ontario and Nunavut Region,"Not stated, gender",80 years and over,0
Ontario and Nunavut Region,"Not stated, gender",80 years and over,26
Ontario and Nunavut Region,"Not stated, gender",80 years and over,12
Ontario and Nunavut Region,"Not stated, gender",80 years and over,14
Ontario and Nunavut Region,"Not stated, gender",80 years and over,0
Ontario and Nunavut Region,"Not stated, gender",80 years and over,32
Ontario and Nunavut Region,"Not stated, gender",80 years and over,15
Ontario and Nunavut Region,"Not stated, gender",80 years and over,17
Ontario and Nunavut Region,"Not stated, gender",80 years and over,0
Ontario and Nunavut Region,"Not stated, gender",80 years and over,232
Ontario and Nunavut Region,"Not stated, gender",80 years and over,10
Ontario and Nunavut Region,"Not stated, gender",80 years and over,222
Ontario and Nunavut Region,"Not stated, gender",80 years and over,0
Ontario and Nunavut Region,"Not stated, gender",80 years and over,85
Ontario and Nunavut Region,"Not stated, gender",80 years and over,33
Ontario and Nunavut Region,"Not stated, gender",80 years and over,52
Ontario and Nunavut Region,"Not stated, gender",80 years and over,0
Ontario and Nunavut Region,"Not stated, gender",80 years and over,1
Ontario and Nunavut Region,"Not stated, gender",80 years and over,1
Ontario and Nunavut Region,"Not stated, gender",80 years and over,0
Ontario and Nunavut Region,"Not stated, gender",80 years and over,0
Ontario and Nunavut Region,"Not stated, gender",80 years and over,15
Ontario and Nunavut Region,"Not stated, gender",80 years and over,10
Ontario and Nunavut Region,"Not stated, gender",80 years and over,5
Ontario and Nunavut Region,"Not stated, gender",80 years and over,0
Ontario and Nunavut Region,"Not stated, gender",80 years and over,21
Ontario and Nunavut Region,"Not stated, gender",80 years and over,15
Ontario and Nunavut Region,"Not stated, gender",80 years and over,6
Ontario and Nunavut Region,"Not stated, gender",80 years and over,0
Ontario and Nunavut Region,"Not stated, gender",80 years and over,48
